5.907278702,180.4620527214,0,-0.0476377953,-5.9070866172
6.8916925232,248.9340543469,55.3590524881,-6.4311023655,-2.4771653556
8.7887536488,293.6471604053,82.763077974,-8.0507874057,3.5251968522
12.7670180166,320.9061411138,90,-8.0507874057,9.9086614224
18.9131646653,317.3477100318,26.1881106975,-12.8145669357,13.9102362276
13.5198211613,323.4531195352,29.0546897911,-8.0507874057,10.8614173284
24.9151134498,312.5979317567,27.3238913013,-18.3405511905,16.8637795362
35.7338402783,308.9938210904,45.6295986084,-27.7728346599,22.4850393816
44.9434512432,323.6645397474,153.8118893025,-26.6295275727,36.204724428
37.7664377238,335.9567921272,196.2940474566,-15.3870078819,34.4897637972
34.576803499,342.438775289,196.2940474566,-10.4326771707,32.9653543476
33.3332856612,345.6857202697,146.9805834381,-8.2413385869,32.2984252134
35.6460924746,346.6323317164,90,-8.2413385869,34.6803149784
42.566149483,347.3946866827,99.462322208,-9.2893700835,41.5401575016
41.1912697213,348.729053081,31.2392148882,-8.0507874057,40.3968504144
51.0135843118,344.1207485047,90,-13.9578740229,49.066929159
56.3283642411,351.6848742432,170.2475750583,-8.1460629963,55.736220501
54.7836510034,359.8505330882,179.1449026037,-0.1429133859,54.783464595
56.3146646406,8.2192092489,189.7524249417,8.0507874057,55.736220501
50.9875982214,15.7762738396,270,13.8625984323,49.066929159
41.1727542392,11.1409188654,328.7607851118,7.9555118151,40.3968504144
42.545458733,12.480098654,260.537677792,9.1940944929,41.5401575016
35.6241854551,13.2185843192,270,8.1460629963,34.6803149784
33.3098576041,14.1554852927,213.0194165619,8.1460629963,32.2984252134
34.5481759098,17.4105804585,163.7059525434,10.3374015801,32.9653543476
37.7277203559,23.9110696991,163.7059525434,15.2917322913,34.4897637972
44.8870649426,36.2374927332,206.1881106975,26.5342519821,36.204724428
35.6598411666,50.909853904,314.3704013916,27.6775590693,22.4850393816
24.8450627281,47.2533525777,332.6761086987,18.2452755999,16.8637795362
13.4633040009,36.2211408914,330.9453102089,7.9555118151,10.8614173284
18.8487411842,42.4392832835,333.8118893025,12.7192913451,13.9102362276
12.707153081,38.7604447657,270,7.9555118151,9.9086614224
8.7015619912,66.1012083638,277.236922026,7.9555118151,3.5251968522
6.8028706529,111.3543773649,304.6409475119,6.3358267749,-2.4771653556
